"x","y"
-1,-0.125671076901366
-0.991071428571429,-0.0454570756550742
-0.982142857142857,0.349671340721256
-0.973214285714286,-0.0468938872891295
-0.964285714285714,-0.186496969301634
-0.955357142857143,0.0278673374676871
-0.946428571428571,-0.201542541901367
-0.9375,-0.11064810980433
-0.928571428571429,0.214021841663274
-0.919642857142857,0.18539516192888
-0.910714285714286,-0.141423607133303
-0.901785714285714,0.0873377686072011
-0.892857142857143,0.0705419149800784
-0.883928571428571,0.206557853485543
-0.875,0.338891090632694
-0.866071428571429,-0.0671673767533263
-0.857142857142857,0.0990658743597121
-0.848214285714286,-0.0278662135190496
-0.839285714285714,-0.0741322150375836
-0.830357142857143,0.282032935378056
-0.821428571428571,0.255941890737123
-0.8125,0.361466231349516
-0.803571428571429,-0.0684532662584516
-0.794642857142857,0.2372935592919
-0.785714285714286,0.0209052368227787
-0.776785714285714,0.309491714652914
-0.767857142857143,0.0358088427262978
-0.758928571428571,0.067029518522552
-0.75,0.0965630875298428
-0.741071428571429,-0.234316376550636
-0.732142857142857,-0.144092084570724
-0.723214285714286,-0.18317528328342
-0.714285714285714,-0.00359164536451533
-0.705357142857143,-0.107626346342818
-0.696428571428571,-0.259045573817137
-0.6875,-0.139460686210371
-0.678571428571429,-0.0653036884908481
-0.669642857142857,0.169892215448568
-0.660714285714286,-0.0060364315008806
-0.651785714285714,0.0925351142321802
-0.642857142857143,-0.0408110775002674
-0.633928571428571,-0.0821386949730583
-0.625,-0.146114777225057
-0.616071428571429,0.239416351143167
-0.607142857142857,-0.191759065207232
-0.598214285714286,0.0314154350222311
-0.589285714285714,0.0792511109192269
-0.580357142857143,0.0657079527582911
-0.571428571428571,-0.061367495093793
-0.5625,-0.112891948516329
-0.553571428571429,-0.100631209349264
-0.544642857142857,-0.243663084937786
-0.535714285714286,-0.285764826583834
-0.526785714285714,-0.271733942378782
-0.517857142857143,-0.301237653975646
-0.508928571428571,-0.0719221257775002
-0.5,0.0343681756285967
-0.491071428571429,-0.190575269519472
-0.482142857142857,-0.293563178928421
-0.473214285714286,-0.035367064358029
-0.464285714285714,-0.230754779984921
-0.455357142857143,-0.238883112110135
-0.446428571428572,-0.046317271872926
-0.4375,-0.106640648970207
-0.428571428571429,0.00658963577433641
-0.419642857142857,-0.214431573112342
-0.410714285714286,-0.160664350939647
-0.401785714285714,-0.465246000592106
-0.392857142857143,0.0525618490395854
-0.383928571428572,-0.461561733640125
-0.375,-0.381692178468945
-0.366071428571429,-0.037452666751556
-0.357142857142857,-0.0677768502978032
-0.348214285714286,-0.270714586212914
-0.339285714285714,0.121163074598194
-0.330357142857143,0.135551096134439
-0.321428571428572,-0.0857924291119339
-0.3125,0.127209270425805
-0.303571428571429,-0.0393731872552483
-0.294642857142857,0.283348571546964
-0.285714285714286,0.0532846909295508
-0.276785714285714,0.299862530022829
-0.267857142857143,0.23466434128966
-0.258928571428572,0.00746594409844076
-0.25,0.638994889735941
-0.241071428571429,0.425028917305265
-0.232142857142857,0.611019336010729
-0.223214285714286,0.362572602444549
-0.214285714285714,0.412042074042915
-0.205357142857143,0.424798187637086
-0.196428571428572,0.118110113194343
-0.1875,0.600130294925529
-0.178571428571429,0.543458081508547
-0.169642857142857,0.858679397234803
-0.160714285714286,0.685416016858947
-0.151785714285714,0.816615081269783
-0.142857142857143,0.761406306379779
-0.133928571428572,0.627243522915163
-0.125,0.612800070348013
-0.116071428571429,0.808430420310621
-0.107142857142857,1.04009445718356
-0.0982142857142858,0.92489600691768
-0.0892857142857143,0.940904310740511
-0.0803571428571429,0.843337191494186
-0.0714285714285715,0.71384271362488
-0.0625,0.584330171684696
-0.0535714285714286,1.12007843851711
-0.0446428571428572,0.948558785007991
-0.0357142857142858,0.925508960010028
-0.0267857142857143,1.11443741750832
-0.0178571428571429,0.936623252763947
-0.00892857142857151,0.884456913568002
0,1.11133122721512
0.0089285714285714,0.87199614028495
0.0178571428571428,0.917732651442897
0.0267857142857142,0.907844881587875
0.0357142857142856,1.11447891078884
0.044642857142857,1.08485530782257
0.0535714285714286,1.16462173680626
0.0625,0.780521926126021
0.0714285714285714,1.00821982139701
0.0803571428571428,0.764455380616138
0.0892857142857142,0.943879833347451
0.0982142857142856,1.06790244145078
0.107142857142857,0.760018280971883
0.116071428571429,0.568541541248172
0.125,0.661208210347645
0.133928571428571,0.652206271448873
0.142857142857143,0.779971929387969
0.151785714285714,0.571838453729613
0.160714285714286,0.534219149406622
0.169642857142857,0.681779549570034
0.178571428571429,0.449213890197942
0.1875,0.734028971334023
0.196428571428571,0.615886206725719
0.205357142857143,0.622426227517518
0.214285714285714,0.220571687587709
0.223214285714286,0.354047635350754
0.232142857142857,0.456328134755028
0.241071428571429,0.0952136399524413
0.25,0.158513222689587
0.258928571428571,0.169259119801446
0.267857142857143,0.000264514024848644
0.276785714285714,0.124581616656533
0.285714285714286,-0.053755004913807
0.294642857142857,-0.229269037514684
0.303571428571429,0.196767614402253
0.3125,0.207605743911795
0.321428571428571,0.0849232214127322
0.330357142857143,0.0360067907849547
0.339285714285714,-0.0088124403005929
0.348214285714286,-0.217624359187084
0.357142857142857,0.105974775515605
